,area_type,location,total_sqft,bath,balcony,price,bhk
1641,Built-up  Area,Chikkalasandra,1325.0,2.0,1.0,59.0,2
1642,Super built-up  Area,Chikkalasandra,1290.0,2.0,2.0,72.0,2
1645,Super built-up  Area,Choodasandra,1115.0,2.0,2.0,50.0,2
1646,Super built-up  Area,Choodasandra,1300.0,2.0,3.0,57.0,2
1647,Super built-up  Area,Choodasandra,1530.0,3.0,2.0,77.0,3
1650,Super built-up  Area,Choodasandra,1197.0,2.0,1.0,63.0,2
1651,Super built-up  Area,Choodasandra,1465.0,3.0,3.0,75.0,3
1652,Super built-up  Area,Choodasandra,1115.0,2.0,1.0,50.0,2
1653,Super built-up  Area,Choodasandra,1215.0,2.0,2.0,59.0,2
1654,Super built-up  Area,Choodasandra,1254.0,2.0,1.0,65.0,3
1655,Super built-up  Area,Choodasandra,1580.0,3.0,3.0,105.0,3
1656,Super built-up  Area,Choodasandra,725.0,2.0,2.0,36.0,2
1657,Built-up  Area,Choodasandra,2429.0,3.0,1.0,210.0,4
1659,Super built-up  Area,Choodasandra,1075.0,2.0,2.0,45.0,2
1660,Super built-up  Area,Choodasandra,1180.0,2.0,1.0,71.22,2
1661,Built-up  Area,Choodasandra,1140.0,2.0,2.0,62.0,2
1663,Super built-up  Area,Choodasandra,1560.0,3.0,2.0,78.0,3
1664,Built-up  Area,Choodasandra,1065.0,2.0,1.0,46.0,2
1665,Super built-up  Area,Choodasandra,1115.0,2.0,2.0,50.0,2
1667,Super built-up  Area,Choodasandra,1115.0,2.0,1.0,50.0,2
1668,Super built-up  Area,Cooke Town,3950.0,4.0,2.0,450.0,4
1669,Built-up  Area,Cooke Town,2388.0,4.0,3.0,239.0,3
1670,Super built-up  Area,Cooke Town,1710.0,2.0,2.0,200.0,2
1671,Super built-up  Area,Cooke Town,1310.0,2.0,2.0,111.0,2
1672,Super built-up  Area,Cooke Town,3900.0,5.0,2.0,415.0,4
1673,Super built-up  Area,Cooke Town,2560.0,4.0,2.0,310.0,3
1674,Plot  Area,Cooke Town,2600.0,3.0,1.0,375.0,3
1675,Super built-up  Area,Cooke Town,1100.0,2.0,3.0,90.0,2
1676,Super built-up  Area,Cooke Town,2300.0,3.0,1.0,250.0,3
1677,Super built-up  Area,Cox Town,1975.0,3.0,3.0,150.0,3
1678,Super built-up  Area,Cox Town,1650.0,3.0,3.0,100.0,3
1679,Super built-up  Area,Cox Town,1730.0,3.0,3.0,140.0,3
1680,Super built-up  Area,Cox Town,1600.0,3.0,1.0,150.0,3
1681,Super built-up  Area,Cox Town,1250.0,2.0,2.0,95.0,2
1682,Built-up  Area,Cox Town,1280.0,2.0,1.0,120.0,2
1683,Built-up  Area,Cox Town,1073.0,2.0,2.0,72.0,2
1684,Super built-up  Area,Cox Town,1000.0,2.0,3.0,58.0,2
1685,Super built-up  Area,Cox Town,1200.0,2.0,2.0,140.0,2
1686,Super built-up  Area,Cunningham Road,5270.0,4.0,3.0,1250.0,4
1687,Super built-up  Area,Cunningham Road,3875.0,3.0,2.0,864.0,3
1688,Super built-up  Area,Cunningham Road,3875.0,3.0,2.0,800.0,3
1689,Super built-up  Area,Cunningham Road,3815.0,3.0,1.0,763.0,3
1690,Super built-up  Area,Cunningham Road,2880.0,3.0,2.0,501.0,3
1691,Super built-up  Area,Cunningham Road,3489.0,3.0,1.0,662.0,3
1692,Super built-up  Area,Cunningham Road,4170.0,3.0,2.0,800.0,3
1694,Super built-up  Area,Cunningham Road,2700.0,3.0,1.0,501.0,3
1695,Plot  Area,Cunningham Road,7500.0,6.0,2.0,1800.0,4
1696,Super built-up  Area,Cunningham Road,2880.0,3.0,2.0,560.0,3
1697,Super built-up  Area,Dasanapura,708.0,2.0,2.0,37.0,2
1698,Super built-up  Area,Dasanapura,708.0,1.0,1.0,40.0,2
1699,Built-up  Area,Dasanapura,965.0,2.0,1.0,42.5,2
1701,Super built-up  Area,Dasanapura,814.0,2.0,1.0,42.0,2
1702,Built-up  Area,Dasanapura,1163.0,2.0,1.0,65.0,2
1703,Super built-up  Area,Dasanapura,1286.0,2.0,1.0,68.0,3
1704,Super built-up  Area,Dasanapura,708.0,2.0,1.0,31.15,2
1705,Super built-up  Area,Dasanapura,708.0,1.0,1.0,41.0,1
1706,Super built-up  Area,Dasanapura,814.0,2.0,1.0,43.7,2
1707,Super built-up  Area,Dasarahalli,1295.0,2.0,1.0,65.0,2
1709,Built-up  Area,Dasarahalli,1150.0,2.0,0.0,70.0,2
1710,Super built-up  Area,Dasarahalli,2100.0,3.0,3.0,120.0,3
1711,Super built-up  Area,Dasarahalli,1220.0,2.0,2.0,52.0,2
1712,Super built-up  Area,Dasarahalli,1375.0,2.0,1.0,60.0,2
1713,Super built-up  Area,Dasarahalli,1333.0,2.0,1.0,78.56,2
1714,Super built-up  Area,Dasarahalli,1220.0,2.0,2.0,62.0,2
1715,Super built-up  Area,Devanahalli,1260.0,2.0,2.0,66.78,2
1716,Super built-up  Area,Devanahalli,1282.0,2.0,2.0,68.52,3
1717,Super built-up  Area,Devanahalli,1360.0,2.0,1.0,65.0,2
1718,Super built-up  Area,Devanahalli,1408.0,2.0,2.0,85.0,2
1719,Super built-up  Area,Devanahalli,1010.0,2.0,1.0,51.0,2
1720,Super built-up  Area,Devanahalli,1080.0,2.0,0.0,53.35,2
1721,Plot  Area,Devanahalli,2400.0,5.0,3.0,100.0,5
1722,Super built-up  Area,Devanahalli,1080.0,2.0,1.0,44.0,2
1724,Super built-up  Area,Devanahalli,1174.0,2.0,1.0,59.0,2
1725,Super built-up  Area,Devanahalli,658.0,1.0,1.0,34.0,1
1726,Super built-up  Area,Devanahalli,658.0,1.0,0.0,26.91,1
1727,Super built-up  Area,Devanahalli,1080.0,2.0,1.0,52.0,2
1728,Super built-up  Area,Devanahalli,1498.0,3.0,3.0,79.15,3
1729,Super built-up  Area,Devanahalli,1466.0,3.0,3.0,77.59,3
1730,Super built-up  Area,Devanahalli,775.0,1.0,0.0,39.0,1
1731,Super built-up  Area,Devanahalli,1020.0,2.0,1.0,49.87,1
1732,Super built-up  Area,Devanahalli,1045.0,2.0,2.0,48.0,2
1733,Super built-up  Area,Devanahalli,1550.0,3.0,1.0,85.0,3
1735,Super built-up  Area,Devanahalli,1340.0,2.0,1.0,65.0,2
1736,Built-up  Area,Devanahalli,2125.0,3.0,1.0,107.0,3
1737,Super built-up  Area,Devanahalli,1230.0,2.0,1.0,56.45,2
1738,Super built-up  Area,Devanahalli,658.0,1.0,1.0,26.91,1
1740,Built-up  Area,Devanahalli,1010.0,2.0,1.0,58.0,2
1744,Super built-up  Area,Devarachikkanahalli,1250.0,2.0,2.0,40.0,2
1745,Plot  Area,Devarachikkanahalli,1200.0,2.0,2.0,83.0,2
1746,Super built-up  Area,Devarachikkanahalli,1170.0,2.0,2.0,40.0,2
1747,Built-up  Area,Devarachikkanahalli,615.0,1.0,1.0,24.0,1
1748,Super built-up  Area,Devarachikkanahalli,1230.0,2.0,1.0,58.0,2
1749,Super built-up  Area,Devarachikkanahalli,1425.0,2.0,2.0,65.0,3
1750,Super built-up  Area,Devarachikkanahalli,947.0,2.0,2.0,43.0,2
1751,Super built-up  Area,Devarachikkanahalli,1130.0,2.0,2.0,36.0,2
1752,Super built-up  Area,Devarachikkanahalli,1417.0,2.0,2.0,76.0,3
1753,Super built-up  Area,Devarachikkanahalli,1230.0,2.0,1.0,58.0,2
1754,Super built-up  Area,Devarachikkanahalli,1705.0,3.0,2.0,75.0,3
1755,Built-up  Area,Devarachikkanahalli,1116.0,2.0,1.0,47.0,2
1756,Super built-up  Area,Devarachikkanahalli,991.0,2.0,2.0,40.0,2
1758,Built-up  Area,Dodda Nekkundi,1260.0,2.0,2.0,55.0,2
1759,Super built-up  Area,Dodda Nekkundi,850.0,2.0,3.0,28.0,2
1760,Super built-up  Area,Dodda Nekkundi,1390.0,2.0,2.0,60.0,2
1761,Super built-up  Area,Dodda Nekkundi,1804.0,3.0,2.0,121.0,3
1762,Super built-up  Area,Dodda Nekkundi,1080.0,2.0,2.0,50.0,2
1763,Super built-up  Area,Dodda Nekkundi,1999.0,3.0,2.0,132.0,3
1764,Super built-up  Area,Dodda Nekkundi,1100.0,2.0,2.0,48.0,2
1765,Super built-up  Area,Dodda Nekkundi,1999.0,3.0,2.0,135.0,3
1766,Super built-up  Area,Dodda Nekkundi,1100.0,2.0,1.0,41.15,2
1767,Super built-up  Area,Dodda Nekkundi,1252.0,2.0,1.0,71.0,3
1768,Super built-up  Area,Dodda Nekkundi,1155.0,2.0,1.0,46.0,2
1769,Super built-up  Area,Dodda Nekkundi,1128.0,2.0,2.0,45.0,2
1770,Super built-up  Area,Dodda Nekkundi,1148.0,2.0,1.0,56.0,2
1772,Built-up  Area,Dodda Nekkundi,1145.0,2.0,1.0,46.5,2
1773,Super built-up  Area,Dodda Nekkundi,1829.0,3.0,2.0,125.0,3
1774,Super built-up  Area,Dodda Nekkundi,1100.0,2.0,1.0,41.16,2
1775,Super built-up  Area,Dodda Nekkundi,1100.0,2.0,1.0,46.75,2
1776,Super built-up  Area,Dodda Nekkundi,1315.0,2.0,2.0,50.0,2
1777,Super built-up  Area,Dodda Nekkundi,1135.0,2.0,2.0,58.0,2
1778,Super built-up  Area,Dodda Nekkundi,1100.0,2.0,1.0,41.18,2
1779,Built-up  Area,Dodda Nekkundi,1370.0,2.0,2.0,60.0,2
1780,Super built-up  Area,Dodda Nekkundi,1200.0,2.0,2.0,71.0,2
1781,Super built-up  Area,Dodda Nekkundi,1585.0,2.0,2.0,79.0,3
1782,Built-up  Area,Dodda Nekkundi,1005.0,2.0,2.0,45.0,2
1783,Super built-up  Area,Dodda Nekkundi,1264.0,2.0,2.0,52.0,2
1784,Super built-up  Area,Doddaballapur,1690.0,3.0,2.0,80.0,4
1785,Plot  Area,Doddaballapur,4200.0,4.0,3.0,325.0,4
1786,Plot  Area,Doddaballapur,3876.0,3.0,1.0,300.0,3
1787,Plot  Area,Doddaballapur,2776.0,4.0,2.0,195.0,3
1788,Plot  Area,Doddaballapur,2440.0,3.0,1.0,142.0,3
1789,Plot  Area,Doddaballapur,2400.0,3.0,0.0,200.0,4
1790,Super built-up  Area,Doddaballapur,654.0,1.0,1.0,49.0,1
1791,Plot  Area,Doddaballapur,3206.0,5.0,2.0,270.0,4
1792,Super built-up  Area,Doddakallasandra,1010.0,2.0,1.0,40.39,2
1797,Super built-up  Area,Doddakallasandra,1010.0,2.0,1.0,40.39,2
1798,Super built-up  Area,Doddakallasandra,1072.0,2.0,1.0,42.87,2
1799,Super built-up  Area,Doddakallasandra,1010.0,2.0,1.0,40.4,2
1800,Super built-up  Area,Doddakallasandra,1010.0,2.0,1.0,41.0,2
1801,Super built-up  Area,Doddakallasandra,1072.0,2.0,1.0,42.87,2
1802,Super built-up  Area,Doddathoguru,970.0,2.0,0.0,33.0,2
1803,Built-up  Area,Doddathoguru,1050.0,2.0,1.0,32.0,2
1804,Super built-up  Area,Doddathoguru,850.0,2.0,1.0,25.0,2
1805,Super built-up  Area,Doddathoguru,1030.0,2.0,2.0,42.0,2
1806,Super built-up  Area,Doddathoguru,1549.0,3.0,2.0,65.0,3
1808,Super built-up  Area,Doddathoguru,550.0,1.0,1.0,17.0,1
1809,Super built-up  Area,Doddathoguru,1015.0,2.0,2.0,33.5,2
1810,Super built-up  Area,Doddathoguru,1104.0,2.0,2.0,39.0,2
1811,Super built-up  Area,Doddathoguru,915.0,2.0,1.0,32.0,2
1812,Super built-up  Area,Doddathoguru,750.0,1.0,1.0,25.5,1
1813,Super built-up  Area,Doddathoguru,1595.0,3.0,3.0,62.0,3
1814,Super built-up  Area,Doddathoguru,855.0,2.0,1.0,32.0,2
1815,Super built-up  Area,Doddathoguru,1105.0,2.0,1.0,50.0,2
1816,Built-up  Area,Doddathoguru,925.0,2.0,2.0,30.0,2
1818,Built-up  Area,Doddathoguru,1208.0,3.0,1.0,45.0,3
1819,Built-up  Area,Doddathoguru,1100.0,2.0,2.0,50.0,2
1820,Super built-up  Area,Doddathoguru,940.0,2.0,1.0,32.9,2
1821,Super built-up  Area,Doddathoguru,1382.0,3.0,1.0,65.0,3
1822,Built-up  Area,Doddathoguru,1107.0,2.0,3.0,44.0,2
1823,Built-up  Area,Doddathoguru,907.0,2.0,1.0,40.0,2
1824,Super built-up  Area,Doddathoguru,1783.0,3.0,3.0,85.0,3
1825,Super built-up  Area,Doddathoguru,550.0,1.0,1.0,17.0,1
1826,Super built-up  Area,Domlur,1540.0,3.0,2.0,90.0,3
1827,Super built-up  Area,Domlur,1875.0,2.0,2.0,150.0,3
1828,Super built-up  Area,Domlur,1429.0,3.0,3.0,86.0,3
1829,Built-up  Area,Domlur,640.0,1.0,0.0,55.0,1
1830,Super built-up  Area,Domlur,1050.0,2.0,2.0,85.0,2
1831,Super built-up  Area,Domlur,1800.0,3.0,2.0,150.0,3
1832,Super built-up  Area,Domlur,1720.0,3.0,1.0,135.0,3
1833,Super built-up  Area,Domlur,1950.0,3.0,3.0,165.0,3
1834,Built-up  Area,Domlur,2180.0,3.0,2.0,285.0,3
1835,Super built-up  Area,Domlur,650.0,1.0,1.0,70.0,1
1836,Super built-up  Area,Domlur,780.0,1.0,1.0,70.0,1
1837,Super built-up  Area,Domlur,2180.0,3.0,2.0,285.0,3
1838,Super built-up  Area,Domlur,1740.0,3.0,0.0,120.0,3
1839,Built-up  Area,Domlur,1695.0,3.0,2.0,125.0,3
1840,Super built-up  Area,Domlur,1246.0,2.0,1.0,95.0,2
1841,Super built-up  Area,Domlur,2100.0,3.0,2.0,145.0,3
1842,Super built-up  Area,Domlur,1276.0,2.0,2.0,80.0,2
1843,Super built-up  Area,Domlur,1850.0,3.0,1.0,180.0,3
1844,Super built-up  Area,Domlur,2955.0,3.0,2.0,235.0,3
1845,Built-up  Area,Domlur,1650.0,3.0,1.0,180.0,3
1846,Super built-up  Area,Dommasandra,805.0,2.0,1.0,22.14,2
1848,Built-up  Area,Dommasandra,1267.0,3.0,2.0,56.0,3
1849,Super built-up  Area,Dommasandra,1200.0,2.0,2.0,50.0,2
1850,Built-up  Area,Dommasandra,2700.0,3.0,2.0,68.0,4
1852,Super built-up  Area,Dommasandra,1153.0,2.0,2.0,43.5,2
1853,Plot  Area,Dommasandra,1500.0,2.0,0.0,40.0,2
1854,Super built-up  Area,Dommasandra,1090.0,2.0,2.0,43.5,2
1855,Super built-up  Area,Dommasandra,850.0,2.0,1.0,25.4,2
1856,Super built-up  Area,Dommasandra,674.0,1.0,1.0,19.9,2
1857,Super built-up  Area,Dommasandra,999.0,2.0,2.0,32.9,2
1858,Super built-up  Area,EPIP Zone,1499.0,5.0,2.0,102.0,3
1859,Super built-up  Area,EPIP Zone,1285.0,2.0,2.0,82.0,2
1860,Super built-up  Area,EPIP Zone,2330.0,3.0,2.0,162.0,3
1861,Super built-up  Area,EPIP Zone,1330.0,2.0,1.0,92.5,2
1862,Super built-up  Area,EPIP Zone,1330.0,2.0,1.0,86.98,2
1863,Super built-up  Area,EPIP Zone,1330.0,2.0,1.0,93.36,2
1864,Super built-up  Area,EPIP Zone,1500.0,3.0,3.0,102.0,3
1865,Built-up  Area,EPIP Zone,1280.0,2.0,1.0,69.0,2
1866,Built-up  Area,EPIP Zone,1125.0,2.0,1.0,65.0,2
1867,Super built-up  Area,EPIP Zone,1734.0,3.0,3.0,125.0,3
1869,Super built-up  Area,EPIP Zone,1343.0,2.0,2.0,86.0,2
1870,Super built-up  Area,EPIP Zone,2350.0,4.0,2.0,163.0,3
1871,Super built-up  Area,EPIP Zone,1860.0,3.0,2.0,130.0,3
1872,Super built-up  Area,EPIP Zone,2210.0,3.0,3.0,165.0,3
1873,Super built-up  Area,EPIP Zone,2710.0,3.0,2.0,177.0,3
1876,Super built-up  Area,Electronic City,1025.0,2.0,1.0,47.0,3
1879,Super built-up  Area,Electronic City,1500.0,2.0,1.0,64.5,3
1880,Built-up  Area,Electronic City,1060.0,2.0,1.0,60.0,2
1881,Super built-up  Area,Electronic City,1152.0,2.0,1.0,64.5,2
1883,Built-up  Area,Electronic City,770.0,1.0,1.0,36.0,2
1884,Super built-up  Area,Electronic City,1070.0,2.0,1.0,52.0,2
1885,Built-up  Area,Electronic City,1025.0,2.0,1.0,46.0,2
1886,Super built-up  Area,Electronic City,589.0,1.0,1.0,27.0,1
1888,Super built-up  Area,Electronic City,910.0,2.0,1.0,40.0,2
1889,Super built-up  Area,Electronic City,1108.0,2.0,1.0,63.0,2
1890,Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.0,2
1891,Super built-up  Area,Electronic City,1800.0,3.0,2.0,95.0,3
1892,Built-up  Area,Electronic City,630.0,1.0,1.0,34.65,1
1893,Super built-up  Area,Electronic City,1128.0,2.0,1.0,63.0,2
1894,Super built-up  Area,Electronic City,1599.0,3.0,2.0,99.0,3
1897,Super built-up  Area,Electronic City,1070.0,2.0,1.0,55.0,2
1898,Super built-up  Area,Electronic City,940.0,2.0,1.0,41.0,2
1900,Super built-up  Area,Electronic City,1128.0,2.0,1.0,68.75,2
1901,Super built-up  Area,Electronic City,1342.0,2.0,1.0,73.3,2
1902,Super built-up  Area,Electronic City,1360.0,2.0,1.0,71.0,3
1904,Super built-up  Area,Electronic City,1265.0,2.0,0.0,56.93,2
1905,Super built-up  Area,Electronic City,1691.0,2.0,2.0,102.0,3
1906,Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.49,2
1909,Super built-up  Area,Electronic City,1070.0,2.0,1.0,56.1,2
1910,Plot  Area,Electronic City,2000.0,4.0,0.0,120.0,4
1911,Built-up  Area,Electronic City,890.0,2.0,2.0,45.0,2
1912,Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.65,2
1913,Built-up  Area,Electronic City,865.0,2.0,0.0,42.0,2
1915,Super built-up  Area,Electronic City,910.0,2.0,2.0,42.0,2
1917,Built-up  Area,Electronic City,1360.0,2.0,1.0,75.0,3
1918,Super built-up  Area,Electronic City,770.0,1.0,1.0,40.0,2
1919,Super built-up  Area,Electronic City,1128.0,2.0,1.0,64.0,2
1920,Super built-up  Area,Electronic City,1070.0,2.0,1.0,54.0,2
1922,Super built-up  Area,Electronic City,1571.0,3.0,2.0,89.0,3
1923,Super built-up  Area,Electronic City,1111.0,3.0,1.0,50.0,3
1924,Super built-up  Area,Electronic City,870.0,2.0,1.0,39.5,2
1926,Super built-up  Area,Electronic City,1374.0,2.0,1.0,72.0,3
1928,Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.35,2
1929,Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.0,2
1930,Super built-up  Area,Electronic City,755.0,1.0,1.0,34.0,2
1934,Super built-up  Area,Electronic City,1563.0,3.0,2.0,91.84,3
1935,Super built-up  Area,Electronic City,1652.0,3.0,2.0,70.0,3
1937,Super built-up  Area,Electronic City,1025.0,2.0,1.0,54.5,2
1939,Super built-up  Area,Electronic City,1350.0,3.0,2.0,58.0,3
1942,Super built-up  Area,Electronic City,1700.0,3.0,2.0,75.0,3
1944,Super built-up  Area,Electronic City,1128.0,2.0,1.0,68.0,2
1945,Built-up  Area,Electronic City,700.0,1.0,1.0,35.0,1
1946,Super built-up  Area,Electronic City,1360.0,2.0,1.0,70.5,3
1948,Super built-up  Area,Electronic City,1571.0,3.0,2.0,105.0,3
1952,Built-up  Area,Electronic City,1600.0,3.0,2.0,104.0,3
1954,Built-up  Area,Electronic City,1500.0,2.0,1.0,100.0,3
1958,Super built-up  Area,Electronic City,1152.0,2.0,1.0,65.0,2
1959,Super built-up  Area,Electronic City,1070.0,2.0,1.0,60.0,2
1960,Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.5,2
1961,Super built-up  Area,Electronic City,1200.0,2.0,1.0,59.0,2
1962,Super built-up  Area,Electronic City,1152.0,2.0,1.0,65.75,2
1964,Super built-up  Area,Electronic City,1070.0,2.0,1.0,55.0,2
1965,Super built-up  Area,Electronic City,1060.0,2.0,1.0,58.0,2
1966,Super built-up  Area,Electronic City,1025.0,2.0,1.0,54.1,2
1971,Super built-up  Area,Electronic City,1500.0,2.0,1.0,78.0,3
1972,Super built-up  Area,Electronic City,1213.0,2.0,1.0,59.32,2
1973,Super built-up  Area,Electronic City,1575.0,3.0,2.0,90.0,3
1974,Built-up  Area,Electronic City,435.0,1.0,1.0,19.5,1
1975,Built-up  Area,Electronic City,1449.0,3.0,2.0,100.0,3
1977,Super built-up  Area,Electronic City,1125.0,2.0,1.0,58.0,2
1979,Super built-up  Area,Electronic City,1575.0,3.0,3.0,101.0,3
1981,Built-up  Area,Electronic City,550.0,1.0,1.0,12.0,1
1982,Super built-up  Area,Electronic City,919.0,2.0,2.0,40.0,2
1983,Super built-up  Area,Electronic City,1500.0,2.0,1.0,78.25,3
1984,Super built-up  Area,Electronic City,1363.0,2.0,1.0,79.0,2
1987,Super built-up  Area,Electronic City,1108.0,2.0,1.0,67.15,2
1989,Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.7,2
1991,Built-up  Area,Electronic City,1060.0,2.0,1.0,51.0,2
1993,Built-up  Area,Electronic City,1650.0,3.0,2.0,100.0,3
1995,Super built-up  Area,Electronic City,1025.0,2.0,1.0,49.0,2
1997,Super built-up  Area,Electronic City,1449.0,3.0,2.0,90.0,3
1999,Super built-up  Area,Electronic City,1070.0,2.0,1.0,58.0,2
2000,Super built-up  Area,Electronic City,1210.0,2.0,1.0,54.0,2
2001,Built-up  Area,Electronic City,1500.0,2.0,1.0,75.0,3
2003,Super built-up  Area,Electronic City,1070.0,2.0,1.0,52.0,2
2004,Super built-up  Area,Electronic City,2435.0,4.0,3.0,119.0,4
2009,Super built-up  Area,Electronic City,1073.0,2.0,2.0,60.0,2
2010,Super built-up  Area,Electronic City,1500.0,2.0,1.0,78.0,3
2011,Super built-up  Area,Electronic City,1070.0,2.0,1.0,47.0,2
2012,Super built-up  Area,Electronic City,1296.0,2.0,2.0,65.0,2
2013,Super built-up  Area,Electronic City,1140.0,2.0,1.0,70.93,2
2019,Super built-up  Area,Electronic City,2093.0,4.0,1.0,104.0,4
2020,Super built-up  Area,Electronic City,1025.0,2.0,1.0,53.9,2
2021,Built-up  Area,Electronic City,940.0,2.0,1.0,54.0,2
2022,Super built-up  Area,Electronic City,435.0,1.0,1.0,21.0,1
2023,Super built-up  Area,Electronic City,1500.0,2.0,1.0,77.5,3
2024,Super built-up  Area,Electronic City,1631.0,3.0,2.0,80.0,3
2025,Super built-up  Area,Electronic City,1355.0,2.0,1.0,67.0,2
2028,Super built-up  Area,Electronic City,435.0,1.0,1.0,22.0,1
2030,Super built-up  Area,Electronic City,1039.0,2.0,1.0,50.0,2
2031,Super built-up  Area,Electronic City,770.0,1.0,1.0,39.9,2
2033,Super built-up  Area,Electronic City,1128.0,2.0,1.0,64.0,2
2034,Super built-up  Area,Electronic City,605.0,1.0,0.0,13.31,1
2036,Super built-up  Area,Electronic City,530.0,1.0,1.0,13.5,1
2037,Super built-up  Area,Electronic City,1070.0,2.0,1.0,53.0,2
2040,Super built-up  Area,Electronic City,1571.0,3.0,2.0,83.0,3
2042,Super built-up  Area,Electronic City,1350.0,3.0,2.0,66.0,3
2043,Super built-up  Area,Electronic City,1652.0,3.0,3.0,110.0,3
2047,Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.58,2
2048,Built-up  Area,Electronic City,635.0,1.0,1.0,28.0,1
2049,Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.4,2
2052,Super built-up  Area,Electronic City,1355.0,2.0,1.0,72.9,2
2056,Built-up  Area,Electronic City,770.0,1.0,1.0,35.0,2
2058,Super built-up  Area,Electronic City,865.0,2.0,1.0,40.0,2
2061,Super built-up  Area,Electronic City,1108.0,2.0,1.0,63.0,2
2062,Super built-up  Area,Electronic City,630.0,1.0,1.0,40.5,1
2065,Super built-up  Area,Electronic City,605.0,1.0,1.0,22.0,1
2067,Super built-up  Area,Electronic City,1070.0,2.0,1.0,48.0,2
2069,Super built-up  Area,Electronic City,1360.0,2.0,1.0,70.0,3
2070,Super built-up  Area,Electronic City,635.0,1.0,0.0,28.0,1
2071,Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.45,2
2072,Super built-up  Area,Electronic City,890.0,2.0,1.0,40.0,2
2077,Super built-up  Area,Electronic City,1360.0,2.0,1.0,58.0,3
2080,Super built-up  Area,Electronic City,630.0,1.0,1.0,33.7,1
2084,Built-up  Area,Electronic City,1400.0,3.0,1.0,90.0,3
2085,Built-up  Area,Electronic City,1287.0,3.0,1.0,55.0,3
2086,Super built-up  Area,Electronic City,1258.0,2.0,1.0,85.5,2
2087,Built-up  Area,Electronic City,1386.0,2.0,1.0,85.0,2
2088,Built-up  Area,Electronic City,550.0,1.0,1.0,27.0,1
2089,Super built-up  Area,Electronic City,1025.0,2.0,1.0,50.0,2
2091,Super built-up  Area,Electronic City,1070.0,2.0,1.0,55.0,2
2092,Super built-up  Area,Electronic City,1342.0,2.0,1.0,72.0,2
2093,Built-up  Area,Electronic City,1275.0,3.0,1.0,70.0,3
2094,Super built-up  Area,Electronic City,770.0,1.0,1.0,38.0,2
2099,Super built-up  Area,Electronic City,1644.0,3.0,2.0,92.59,3
2100,Built-up  Area,Electronic City,1250.0,2.0,1.0,62.0,2
2103,Super built-up  Area,Electronic City,418.0,1.0,1.0,12.0,1
2104,Super built-up  Area,Electronic City,1128.0,2.0,1.0,64.8,2
2107,Built-up  Area,Electronic City,1060.0,2.0,1.0,55.0,2
2108,Super built-up  Area,Electronic City,710.0,1.0,1.0,40.42,1
2111,Super built-up  Area,Electronic City,1275.0,3.0,3.0,63.43,3
2112,Super built-up  Area,Electronic City,1518.0,3.0,3.0,75.0,3
2113,Built-up  Area,Electronic City,1090.0,2.0,1.0,31.48,1
2116,Super built-up  Area,Electronic City,1060.0,2.0,1.0,55.0,2
2118,Super built-up  Area,Electronic City,1353.0,2.0,3.0,75.0,2
2120,Super built-up  Area,Electronic City,1128.0,2.0,1.0,67.0,2
2121,Built-up  Area,Electronic City,1070.0,2.0,1.0,57.0,2
2122,Built-up  Area,Electronic City,1700.0,3.0,2.0,90.0,3
2124,Super built-up  Area,Electronic City,750.0,1.0,1.0,35.0,1
2125,Built-up  Area,Electronic City,1210.0,2.0,1.0,55.0,2
2126,Built-up  Area,Electronic City,1070.0,2.0,1.0,60.0,2
2131,Super built-up  Area,Electronic City,1615.0,3.0,2.0,97.0,3
2133,Super built-up  Area,Electronic City,1221.0,2.0,2.0,68.0,2
2135,Built-up  Area,Electronic City,1500.0,3.0,1.0,73.0,3
2136,Super built-up  Area,Electronic City,995.0,2.0,1.0,48.0,2
2137,Super built-up  Area,Electronic City,1342.0,2.0,1.0,90.0,2
2139,Super built-up  Area,Electronic City,1128.0,2.0,1.0,63.5,2
2140,Super built-up  Area,Electronic City,589.0,1.0,1.0,29.0,1
2143,Super built-up  Area,Electronic City,1575.0,3.0,1.0,94.5,3
2144,Super built-up  Area,Electronic City,1070.0,2.0,1.0,48.0,2
2145,Super built-up  Area,Electronic City,1025.0,2.0,1.0,54.0,2
2146,Super built-up  Area,Electronic City,1500.0,2.0,1.0,70.0,3
2147,Super built-up  Area,Electronic City,1500.0,2.0,1.0,64.5,3
2149,Super built-up  Area,Electronic City,2093.0,4.0,2.0,134.0,4
2151,Super built-up  Area,Electronic City,1355.0,2.0,1.0,73.0,2
2152,Super built-up  Area,Electronic City,1360.0,2.0,1.0,64.99,3
2153,Super built-up  Area,Electronic City,1060.0,2.0,1.0,52.0,2
2154,Super built-up  Area,Electronic City Phase II,1056.0,2.0,1.0,39.07,2
2155,Super built-up  Area,Electronic City Phase II,1020.0,2.0,1.0,30.6,2
2156,Super built-up  Area,Electronic City Phase II,1069.0,2.0,2.0,45.0,2
